Express FM	https://stream.rcs.revma.com:443/yx6cub73kwzuv	0	
RMF FM	http://195.150.20.242:8000/rmf_fm	0	
RMF MAXXX	http://195.150.20.242:80/rmf_maxxx	0	
RMF Polskie przeboje	http://195.150.20.8/PPRZEBOJE	0	
RMF 80s Disco	http://195.150.20.9/80SDISCO	0	
RMF PRL	http://195.150.20.8/PRL	0	
RMF ballady	http://www.rmfon.pl/n/ballady.pls	0	
RMF 5 Łagodne Przeboje	http://www.rmfon.pl/n/rmf5.pls	0	
RMF Największe Polskie Przeboje	http://www.rmfon.pl/n/npp.pls	0	
RMF Kolędy	http://195.150.20.242/rmf_koledy	0	
RMF 20Lat	http://195.150.20.242/rmf_20lat	0	
Polskie Radio Dzieciom	http://stream3.polskieradio.pl:8916/;	0	
Radio Guardian	http://s1.slotex.pl:7508/;	0	
Polskie Radio Katowice	http://stream4.nadaje.com:9212/radiokatowice	0	
Polskie Radio Jedynka	http://mp3.polskieradio.pl:8900/;	0	
Radio Zet	http://zt02.cdn.eurozet.pl/ZETHIT.mp3?redirected=02	0	
.Radio 357	https://stream.rcs.revma.com/an1ugyygzk8uv	0	
Polskie Radio Trójka	http://mp3.polskieradio.pl:8904/;	0	
Radio 90	https://srv1.streamradiowy.eu/radio90	0	
.Radio Złote Przeboje	https://radiostream.pl/tuba8900-1.mp3?cache=1647512038	0	
ESKA ROCK	https://ic2.smcdn.pl/5380-1.mp3	0	
Radio Imperium	https://stream.radioimperium.pl:8443/stream	0	
Mega Radio	https://stream.rcs.revma.com/q18ty3qhwzzuv	0	
Radio Mirage - Italo Dance	https://ssl-1.radiohost.pl:9569/stream	0	
Radio Mirage - Prywatka	https://ssl-1.radiohost.pl:7214/stream?ver=661798	0	
Radio Italo4you	https://ssl-1.radiohost.pl:8018/stream	0	
Play Radio	https://live.playradio.org:8443/FMHD	0	
Play Radio - 90s	http://live.playradio.org:9090/90HD	0	
Play Radio Hit 90s	http://pollux.shoutca.st:8412/;	0	
Radio Dreams Clasic 90s Hits	http://5.2.184.92:3399/radiodreams.g1.ro	0	
Magic FM	https://live.onefm.ro/magicfm.aacp	0	
Magic FM - 80s	http://live.rockfm.ro/Magic-80s	0	
Magic FM - 90s	https://live.rockfm.ro:8443/Magic-90s	0	
Radio Romance 21	https://live.radioromance21.ro:9950/stream	0	
Alien Club Fantasy	http://radio.club-fantasy-hub.ro:8000/;	0	
Radio Oldies Romania	http://listen.radiooldies.ro:9200/;	0	
Radio Impuls Romania	https://live.radio-impuls.ro/stream	0	
Radio Folclor	https://ssl.omegahost.ro/8092/stream	0	
Radio Transilvania	https://stream2.radiotransilvania.ro/Cluj	0	
Radio Someș	https://radio.mediacp.eu/stream/radiosomes	0	
Radio Bandit	http://live.radiobandit.ro:8000/320.mp3	0	
Dance Wave Radio	http://stream.laut.fm/dance-wave-radio	0	
Radio Vlna	http://stream.radiovlna.sk/vlna-hi.mp3	0	
Radio Čas	http://icecast6.play.cz/casradio128.mp3	0	
BB FM radio	http://stream.bbfm.sk/bbfm128.mp3	0	
Retro Radio - HU	https://icast.connectmedia.hu/5001/live.mp3	0	
FUN RaDIO DANCE	http://stream.funradio.sk:8000/dance128.mp3	0	
Radio 538	http://playerservices.streamtheworld.com/api/livestream-redirect/RADIO538.mp3	0	
Radio 538 Hitzone	http://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR11.mp3	0	
Radio 538 Nonstop	http://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR09.mp3	0	
Radio 538 Party	http://playerservices.streamtheworld.com/m3u/TLPSTR16.m3u	0	
Radio 538 Dance Department	http://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR01aac.m3u8	0	
Radio 538 Verrückte Stunde	http://playerservices.streamtheworld.com/m3u/TLPSTR21.m3u	0	
Radio 538 Ibiza	http://playerservices.streamtheworld.com/m3u/TLPSTR19.m3u	0	
Radio 10	http://playerservices.streamtheworld.com/api/livestream-redirect/RADIO10.mp3	0	
ABBA	http://2.mystreaming.net/er/abba/icecast.audio	0	
Abba - Hits	http://2.mystreaming.net/er/abbahits/icecast.audio	0	
AC/DC	http://2.mystreaming.net/er/acdc/icecast.audio	0	
Adele (Only Hits)	http://2.mystreaming.net/er/adelehits/icecast.audio	0	
Aerosmith	http://2.mystreaming.net/er/aerosmith/icecast.audio	0	
AHA	http://2.mystreaming.net/er/aha/icecast.audio	0	
Alice Cooper	http://2.mystreaming.net/er/alicecooper/icecast.audio	0	
Alison Moyet	http://2.mystreaming.net/er/alisonmoyet/icecast.audio	0	
Alanis Morissette	http://2.mystreaming.net/er/alanismorissette/icecast.audio	0	
André Rieu	https://drive.uber.radio/uber/crandrerieu/icecast.audio	0	
Annie Lennox	http://2.mystreaming.net/er/annielennox/icecast.audio	0	
Bee Gees	http://2.mystreaming.net/er/beegees/icecast.audio	0	
Beach Boys	http://2.mystreaming.net/er/beachboys/icecast.audio	0	
Billy idol	http://2.mystreaming.net/er/billyidol/icecast.audio	0	
Billy Joel	http://2.mystreaming.net/er/billyjoel/icecast.audio	0	
Blondie	http://2.mystreaming.net/er/blondie/icecast.audio	0	
Blondie Hits	https://streaming.exclusive.radio/er/blondiehits/icecast.audio	0	
BTS	http://2.mystreaming.net/er/bts/icecast.audio	0	
Belinda Carlisle	http://2.mystreaming.net/er/belindacarlisle/icecast.audio	0	
Black Sabbath	http://2.mystreaming.net/er/blacksabbath/icecast.audio	0	
Bob Dylan	http://2.mystreaming.net/er/bobdylan/icecast.audio	0	
Bon Jovi	http://2.mystreaming.net/er/bonjovi/icecast.audio	0	
Bon Jovi Hits	https://streaming.exclusive.radio/er/bonjovihits/icecast.audio	0	
Bruce Springsteen	https://nl4.mystreaming.net/er/springsteen/icecast.audio	0	
Bryan Adams	http://2.mystreaming.net/er/bryanadams/icecast.audio	0	
Bryan Adams Hits	https://streaming.exclusive.radio/er/bryanadamshits/icecast.audio	0	
Bryan Ferry	http://2.mystreaming.net/er/bryanferry/icecast.audio	0	
Celine Dion	http://2.mystreaming.net/er/celinedion/icecast.audio	0	
Chappell Roan	http://2.mystreaming.net/er/chappellroan/icecast.audio	0	
Carpenters	http://2.mystreaming.net/er/carpenters/icecast.audio	0	
Cher	http://2.mystreaming.net/er/cher/icecast.audio	0	
Christina Aguilera	http://2.mystreaming.net/er/christinaaguilera/icecast.audio	0	
Chris Rea	http://2.mystreaming.net/er/chrisrea/icecast.audio	0	
Chicago	https://streaming.exclusive.radio/er/chicago/icecast.audio	0	
Cliff Richard	http://2.mystreaming.net/er/cliffrichard/icecast.audio	0	
Cliff Richard - HITS	http://2.mystreaming.net/er/cliffrichardhits/icecast.audio	0	
David Bowie	http://2.mystreaming.net/er/davidbowie/icecast.audio	0	
Depeche Mode	http://2.mystreaming.net/er/depechemode/icecast.audio	0	
Deep Purple	http://2.mystreaming.net/er/deeppurple/icecast.audio	0	
Def Leppard	http://2.mystreaming.net/er/defleppard/icecast.audio	0	
Green Day	http://2.mystreaming.net/er/greenday/icecast.audio	0	
Dire Straits	http://2.mystreaming.net/er/direstraits/icecast.audio	0	
Dire Straits - HITS	https://nl4.mystreaming.net/er/direstraitshits/icecast.audio	0	
Dionne Warwick	http://2.mystreaming.net/er/dionnewarwick/icecast.audio	0	
Donna Summer	https://nl4.mystreaming.net/er/donnasummer/icecast.audio	0	
Dua Lipa	http://2.mystreaming.net/er/dualipa/icecast.audio	0	
Duran Duran	http://2.mystreaming.net/er/duranduran/icecast.audio	0	
Ed Sheeran	http://2.mystreaming.net/er/edsheeran/icecast.audio	0	
ELO-Hits	http://2.mystreaming.net/er/elohits/icecast.audio	0	
ELO	http://2.mystreaming.net/er/elo/icecast.audio	25	
Eminem	http://2.mystreaming.net/er/eminem/icecast.audio	0	
Elton John	http://2.mystreaming.net/er/eltonjohn/icecast.audio	0	
Elvis Presley	http://streaming.exclusive.radio/er/elvispresley/icecast.audio	0	
Enrique Iglesias	http://2.mystreaming.net/er/enriqueiglesias/icecast.audio	0	
Enya  Easy	http://streaming.exclusive.radio/uber-app/easyenya/icecast.audio	0	
Emerson, Lake & Palmer	http://2.mystreaming.net/er/emersonlakepalmer/icecast.audio	0	
Erasure	http://2.mystreaming.net/er/erasure/icecast.audio	0	
E ... Eagles	http://2.mystreaming.net/er/eagles/icecast.audio	0	
Foreigner	http://2.mystreaming.net/er/foreigner/icecast.audio	0	
Foo Fighters	https://streaming.exclusive.radio/er/foofighters/icecast.audio	0	
Fleetwood Mac	http://2.mystreaming.net/er/fleetwoodmac/icecast.audio	0	
Gary Moore	http://2.mystreaming.net/er/garymoore/icecast.audio	-20	
Genesis	http://2.mystreaming.net/er/genesis/icecast.audio	25	
Gloria Estefan	http://2.mystreaming.net/er/gloriaestefan/icecast.audio	0	
Guns N' Roses	http://2.mystreaming.net/er/gunsnroses/icecast.audio	0	
Human League	http://2.mystreaming.net/er/humanleague/icecast.audio	0	
INXS	https://streaming.exclusive.radio/er/INXS/icecast.audio	0	
Iron Maiden	http://2.mystreaming.net/er/ironmaiden/icecast.audio	0	
Jay-Z	http://2.mystreaming.net/er/jay-z/icecast.audio	0	
Julian Lloyd Webber	https://drive.uber.radio/uber/crjulianlloydwebber/icecast.audio	0	
Kate Bush	http://2.mystreaming.net/er/katebush/icecast.audio	0	
Katy Perry	http://2.mystreaming.net/er/katyperry/icecast.audio	0	
Kelly Clarkson	http://2.mystreaming.net/er/kellyclarkson/icecast.audio	0	
Kenny-G	http://2.mystreaming.net/er/kennyg/icecast.audio	0	
Kiss	http://2.mystreaming.net/er/kiss/icecast.audio	0	
Kylie Minogue	http://2.mystreaming.net/er-app/kylie/icecast.audio	0	
lady Gaga	http://2.mystreaming.net/er/ladygaga/icecast.audio	0	
Leonard Cohen	https://2.mystreaming.net/er/leonardcohen/icecast.audio	0	
Led Zeppelin - Only Hits	http://2.mystreaming.net/er-app/ledzeppelinhits/icecast.audio	0	
Led Zeppelin	http://2.mystreaming.net/er-app/ledzeppelin/icecast.audio	0	
Level 42	http://2.mystreaming.net/er/level42/icecast.audio	0	
Lionel Richie	https://streaming.exclusive.radio/er/lionelrichie/icecast.audio	0	
Madonna	http://2.mystreaming.net/er/madonna/icecast.audio	0	
Madness	http://2.mystreaming.net/er/madness/icecast.audio	0	
Meat Loaf	http://2.mystreaming.net/er/meatloaf/icecast.audio	0	
Metallica	http://2.mystreaming.net/er/metallica/icecast.audio	0	
Michael Bolton	http://2.mystreaming.net/er/michaelbolton/icecast.audio	0	
Mike Oldfield	http://2.mystreaming.net/er/mikeoldfield/icecast.audio	0	
New Order	http://2.mystreaming.net/er/neworder/icecast.audio	0	
Oasis Hits	https://streaming.exclusive.radio/er/oasishits/icecast.audio	0	
Orchestral Manoeuvres in the Dark	http://2.mystreaming.net/er/omd/icecast.audio	0	
One Direction	https://streaming.exclusive.radio/er-app/onedirection/icecast.audio	0	
OneRepublic	http://2.mystreaming.net/er/onerepublic/icecast.audio	0	
Pet Shop Boys	http://2.mystreaming.net/er/petshopboys/icecast.audio	0	
Pet Shop Boys - HITS Exclusive Radio HITS	http://streaming.exclusive.radio/er-app/petshopboyshits/icecast.audio	0	
Peter Gabriel	http://2.mystreaming.net/er/petergabriel/icecast.audio	0	
Pink	http://2.mystreaming.net/er/pink/icecast.audio	0	
Pink Floyd	http://2.mystreaming.net/er/pinkfloyd/icecast.audio	0	
Pretenders Hits	https://streaming.exclusive.radio/er/pretendershits/icecast.audio	0	
Prince	http://2.mystreaming.net/er/prince/icecast.audio	0	
Pussycat Dolls	http://2.mystreaming.net/er/pussycatdolls/icecast.audio	0	
Radiohead	https://streaming.exclusive.radio/er/radiohead/icecast.audio	0	
R.E.M. Hits	https://streaming.exclusive.radio/er/remhits/icecast.audio	0	
Rita Ora	http://2.mystreaming.net/er/ritaora/icecast.audio	0	
Rihanna	http://2.mystreaming.net/er/rihanna/icecast.audio	0	
Robbie Williams	http://2.mystreaming.net/er/robbiewilliamshits/icecast.audio	0	
Robert Palmer	http://2.mystreaming.net/er/robertpalmer/icecast.audio	0	
Rod Stewart	http://2.mystreaming.net/er/rodstewart/icecast.audio	0	
Rolling Stones	http://2.mystreaming.net/er/rollingstones/icecast.audio	0	
Roy Orbison	http://2.mystreaming.net/er/royorbison/icecast.audio	0	
Roxette	http://2.mystreaming.net/er/roxette/icecast.audio	0	
Roxette Hits	https://streaming.exclusive.radio/er/roxettehits/icecast.audio	0	
Santana	http://2.mystreaming.net/er/santana/icecast.audio	0	
Savage Garden	http://2.mystreaming.net/er/savagegarden/icecast.audio	0	
Scorpions	http://2.mystreaming.net/er/scorpions/icecast.audio	0	
Sia	http://2.mystreaming.net/er/sia/icecast.audio	0	
Spandau Ballet	http://2.mystreaming.net/er/spandauballet/icecast.audio	0	
Shania Twain	http://2.mystreaming.net/er/shaniatwain/icecast.audio	0	
Simple Minds	http://2.mystreaming.net/er/simpleminds/icecast.audio	0	
Simply Red	http://2.mystreaming.net/er/simplyred/icecast.audio	0	
Slade	http://2.mystreaming.net/er/slade/icecast.audio	0	
The Stranglers	http://2.mystreaming.net/er/thestranglers/icecast.audio	0	
Status Quo	http://2.mystreaming.net/er/statusquo/icecast.audio	0	
Stevie Wonder	https://streaming.exclusive.radio/er/steviewonder/icecast.audio	0	
Sting	http://2.mystreaming.net/er/sting/icecast.audio	0	
Suzanne Vega	http://2.mystreaming.net/er/suzannevega/icecast.audio	0	
Talking Heads	https://nl4.mystreaming.net/er/talkingheads/icecast.audio	0	
Take That	http://2.mystreaming.net/er/takethat/icecast.audio	0	
Tears For Fears	http://2.mystreaming.net/er/tearsforfears/icecast.audio	0	
Texas	https://nl4.mystreaming.net/er/texas/icecast.audio	0	
The Cure	https://streaming.exclusive.radio/er/thecure/icecast.audio	0	
The Smiths	https://streaming.exclusive.radio/er/thesmiths/icecast.audio	0	
The Police - Hits	http://2.mystreaming.net/er/policehits/icecast.audio	0	
The Weeknd	http://2.mystreaming.net/er/theweeknd/icecast.audio	0	
Tina Turner	http://2.mystreaming.net/er/tinaturner/icecast.audio	0	
Toto	http://2.mystreaming.net/er/toto/icecast.audio	0	
U2	http://2.mystreaming.net/er/u2/icecast.audio	0	
U2 Hits	https://streaming.exclusive.radio/er/u2hits/icecast.audio	0	
Queen	https://2.mystreaming.net/er/queen/icecast.audio	0	
Yes	http://2.mystreaming.net/er/yes/icecast.audio	0	
ZZ Top	http://2.mystreaming.net/er/zztop/icecast.audio	0	
Vanessa Mae  Classical Radio	http://nl4.mystreaming.net/uber-app/crvanessamae/icecast.audio	0	
Van Halen	http://2.mystreaming.net/er/vanhalen/icecast.audio	0	
Wham	http://2.mystreaming.net/er/wham/icecast.audio	0	
Whitney Houston	http://2.mystreaming.net/er/whitneyhouston/icecast.audio	0	
Disco Greatest Hits	http://streaming.exclusive.radio/er-app/disco/icecast.audio	0	
Positively Harp  Positivity Radio	http://streaming.positivity.radio/pr-app/harp/icecast.audio	0	
Jean Michel Jarre	http://stream.klassikradio.de/jmjarre/mp3-128/tasmanic/	0	
DEPECHE MODE RADIO	http://streams.harmonyfm.de/hrmchannels/mp3/hqstars03.m3u	0	
PET SHOP BOYS RADIO	http://streams.harmonyfm.de/hrmchannels/mp3/hqstars05.m3u	0	
PHIL COLLINS RADIO	http://streams.harmonyfm.de/hrmchannels/mp3/hqstars02.m3u	0	
Cinemix	https://kathy.torontocast.com:1825/stream	0	
Exclusively Dire Straits	https://streaming.exclusive.radio/er/direstraits/icecast.audio	0	
SRo1 Rádio Slovensko	http://live.slovakradio.sk:8000/Slovensko_256.mp3	0	
SRo2 Rádio Regina Východ	http://icecast.stv.livebox.sk/regina-ke_128.mp3	0	
Rádio Beta - České a Slovenské hity	http://109.71.67.102:8000/beta_cspop.mp3	0	
Rádio Beta - Hity 80's a 90's	http://109.71.67.102:8000/beta_80a90.mp3	0	
Rádio Vlna Oldies Party	https://stream.radiovlna.sk/party-hi.mp3	0	
Rádio Košice	http://stream.ecce.sk:8000/radiokosice-128.mp3	0	
RÁDIO VLNA Classic Rock	http://stream.radiovlna.sk:8000/rock-hi.mp3	0	
Rádio Vlna Oldies Party	https://stream.radiovlna.sk/party-hi.mp3	0	
Rádio Vlna Golden hits	https://stream.radiovlna.sk/gold-hi.mp3	0	
Radio Park FM	https://sluchaj2.radiopark.biz.pl:8443/stream	0	
Top 80	http://top80.pl:8000/listen.mp3	0	
Radio ESKA	http://ic1.smcdn.pl/2380-1.mp3	0	
Radio Olsztyn	https://rostr1.radioolsztyn.pl:8443/RO	0	
Weekend FM	https://stream.weekendfm.pl/weekendfm_najlepsza	0	
R.SA Italo Disco	http://rsa.streamabc.net/regc-rsasachsenitalo3107586-mp3-192-8734471	0	
R.SA Dieter Bohlen Stream	http://streams.rsa-sachsen.de/dieterbohlen/aac-64/streams.rsa-sachsen.de/	0	
R.SA Maxis Maximal	http://streams.rsa-sachsen.de/maxis/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA 80er Disco	http://streams.rsa-sachsen.de/80erdisco/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA 1.000 Achtziger	http://streams.rsa-sachsen.de/80er1000/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA Classic Rock	http://streams.rsa-sachsen.de/classicrock/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA 80er Hits	http://streams.rsa-sachsen.de/80erhits/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA - 1.000 80er	http://streams.rsa-sachsen.de/80er1000/mp3-192/streams.rsa-sachsen.de/	0	
R.SA Disco	http://streams.rsa-sachsen.de/disco/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA Musik Mix Nonstop	http://streams.rsa-sachsen.de/mix-nonstop/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
R.SA LIVE	http://streams.rsa-sachsen.de/rsa-live/mp3-192/streams.rsa-sachsen.de/play.m3u	0	
Vinyl Maxi FM	https://stream.laut.fm/vinyl-maxi-fm	0	
Antyradio	https://an.cdn.eurozet.pl/ant-waw.mp3	0	
Hit Radio Eurodance	https://streams.ffh.de/ffhchannels/mp3/hqeurodance.mp3	0	
Hitrádio Slovakia	https://hitradioslovakia.stream.laut.fm/hitradioslovakia	0	
ORF Hitradio Ö3	http://orf-live.ors-shoutcast.at/oe3-q1a	0	
Hitrádio Devadesátka	http://ice.abradio.cz/hit90128.mp3	0	
Hitrádio Osmdesátka	http://ice.abradio.cz/hit80128.mp3	0	
80's Love Radio	http://drive.uber.radio/uber-app/lr1980s/icecast.audio	0	
80er-Radio harmony	http://mp3.harmonyfm.de/harmonyfm/hqlivestream.mp3	0	
80er Kultnight	http://mp3.harmonyfm.de/hrmchannels/hq80erkultnight.mp3	0	
80er Wave Pop	http://mp3.harmonyfm.de/hrmchannels/hqstars03.mp3	0	
80er Synthie Pop	http://mp3.harmonyfm.de/hrmchannels/hqstars05.mp3	0	
Pulsradio.com/	http://icecast1.pulsradio.com:8080/pulstranceHD.mp3	0	
Australian Digital Radio Network - Scooter (MP3)	http://abm22.com.au:8000/CONTAINER174	0	
BDPST ROCK Rádió (Hi-Fi / Lossless / FLAC)	http://s2.audiostream.hu:8091/bdpstrock_FLAC	0	
Youventus Rádió FLAC	http://s2.audiostream.hu:8090/juventus_FLAC	0	
BDPST ROCK -  320 kbit/s	https://bdpstrock.hu/live_320.mp3	0	
.Djam Radio - Flac 1411 Kbps	https://stream10.xdevel.com/audio15s976748-2280/stream/icecast.audio	0	
BDPST Rock Radio	https://s2.audiostream.hu/bdpstrock_FLAC	0	
Danubius Radio	https://danubiusradio.hu/live_HiFi.mp3	0	
Radio Juventus	http://s2.audiostream.hu:8090/juventus_FLAC	0	
Roxy Radio	https://s2.audiostream.hu/roxy_FLAC	0	
rmf classic	https://rs202-krk.rmfstream.pl/rmf_classic	0	
Radio TOP80s	https://radio.top80.pl:8000/listen.mp3	0	
Gherla FM	http://89.39.189.52:8000/;	0	
Radio Killer Câmpia Turzii	https://s12.myradiostream.com/17492/listen.mp3	0	
Rádió GaGa Disco Classic	https://a2.asurahosting.com:6850/radio.mp3?1741449835	0	
